W T
510.681 0.00922188
511.084 0.00929381
511.487 0.00936612
511.89 0.00943879
512.293 0.00951184
512.696 0.00958526
513.1 0.00965905
513.503 0.00973321
513.906 0.00980774
514.309 0.00988265
514.712 0.00995794
515.115 0.0100336
515.518 0.0101096
515.921 0.010186
516.324 0.0102628
516.727 0.01034
517.13 0.0104175
517.533 0.0104955
517.936 0.0105738
518.339 0.0106524
518.742 0.0107315
519.146 0.0108109
519.549 0.0108907
519.952 0.0109709
520.355 0.0110515
520.758 0.0111325
521.161 0.0112138
521.564 0.0112956
521.967 0.0113777
522.37 0.0114602
522.773 0.0115431
523.176 0.0116263
523.579 0.01171
523.982 0.011794
524.385 0.0118785
524.788 0.0119633
525.191 0.0120485
525.595 0.0121341
525.998 0.01222
526.401 0.0123064
526.804 0.0123932
527.207 0.0124803
527.61 0.0125678
528.013 0.0126557
528.416 0.0127441
528.819 0.0128328
529.222 0.0129219
529.625 0.0130113
530.028 0.0131012
530.431 0.0131915
530.834 0.0132822
531.237 0.0133732
531.64 0.0134647
532.044 0.0135565
532.447 0.0136487
532.85 0.0137414
533.253 0.0138344
533.656 0.0139278
534.059 0.0140216
534.462 0.0141159
534.865 0.0142105
535.268 0.0143055
535.671 0.0144009
536.074 0.0144967
536.477 0.0145929
536.88 0.0146895
537.283 0.0147864
537.686 0.0148838
538.089 0.0149816
538.493 0.0150798
538.896 0.0151784
539.299 0.0152774
539.702 0.0153767
540.105 0.0154765
540.508 0.0155767
540.911 0.0156773
541.314 0.0157783
541.717 0.0158796
542.12 0.0159814
542.523 0.0160836
542.926 0.0161862
543.329 0.0162892
543.732 0.0163925
544.135 0.0164963
544.538 0.0166005
544.942 0.0167051
545.345 0.0168101
545.748 0.0169155
546.151 0.0170213
546.554 0.0171275
546.957 0.0172341
547.36 0.0173411
547.763 0.0174485
548.166 0.0175563
548.569 0.0176645
548.972 0.0177731
549.375 0.0178821
549.778 0.0179915
550.181 0.0181014
550.584 0.0182116
550.988 0.0183222
551.391 0.0184332
551.794 0.0185447
552.197 0.0186565
552.6 0.0187688
553.003 0.0188814
553.406 0.0189945
553.809 0.0191079
554.212 0.0192218
554.615 0.019336
555.018 0.0194507
555.421 0.0195658
555.824 0.0196813
556.227 0.0197972
556.63 0.0199134
557.033 0.0200301
557.437 0.0201472
557.84 0.0202647
558.243 0.0203826
558.646 0.0205009
559.049 0.0206197
559.452 0.0207388
559.855 0.0208583
560.258 0.0209782
560.661 0.0210986
561.064 0.0212193
561.467 0.0213404
561.87 0.021462
562.273 0.0215839
562.676 0.0217063
563.079 0.021829
563.482 0.0219522
563.886 0.0220758
564.289 0.0221997
564.692 0.0223241
565.095 0.0224489
565.498 0.0225741
565.901 0.0226996
566.304 0.0228256
566.707 0.022952
567.11 0.0230788
567.513 0.023206
567.916 0.0233336
568.319 0.0234616
568.722 0.02359
569.125 0.0237189
569.528 0.0238481
569.931 0.0239777
570.335 0.0241077
570.738 0.0242381
571.141 0.024369
571.544 0.0245002
571.947 0.0246318
572.35 0.0247638
572.753 0.0248963
573.156 0.0250291
573.559 0.0251623
573.962 0.025296
574.365 0.02543
574.768 0.0255645
575.171 0.0256993
575.574 0.0258345
575.977 0.0259702
576.38 0.0261062
576.784 0.0262427
577.187 0.0263795
577.59 0.0265167
577.993 0.0266544
578.396 0.0267924
578.799 0.0269309
579.202 0.0270697
579.605 0.0272089
580.008 0.0273486
580.411 0.0274886
580.814 0.027629
581.217 0.0277699
581.62 0.0279111
582.023 0.0280527
582.426 0.0281947
582.83 0.0283371
583.233 0.0284799
583.636 0.0286232
584.039 0.0287668
584.442 0.0289108
584.845 0.0290552
585.248 0.0291999
585.651 0.0293451
586.054 0.0294907
586.457 0.0296367
586.86 0.029783
587.263 0.0299298
587.666 0.030077
588.069 0.0302245
588.472 0.0303724
588.875 0.0305208
589.279 0.0306695
589.682 0.0308186
590.085 0.0309681
590.488 0.031118
590.891 0.0312683
591.294 0.031419
591.697 0.0315701
592.1 0.0317215
592.503 0.0318734
592.906 0.0320256
593.309 0.0321782
593.712 0.0323313
594.115 0.0324847
594.518 0.0326385
594.921 0.0327926
595.324 0.0329472
595.728 0.0331022
596.131 0.0332575
596.534 0.0334132
596.937 0.0335693
597.34 0.0337258
597.743 0.0338827
598.146 0.03404
598.549 0.0341976
598.952 0.0343557
599.355 0.0345141
599.758 0.0346729
600.161 0.034832
600.564 0.0349916
600.967 0.0351516
601.37 0.0353119
601.773 0.0354726
602.177 0.0356337
602.58 0.0357951
602.983 0.035957
603.386 0.0361192
603.789 0.0362818
604.192 0.0364448
604.595 0.0366082
604.998 0.0367719
605.401 0.036936
605.804 0.0371005
606.207 0.0372654
606.61 0.0374306
607.013 0.0375963
607.416 0.0377622
607.819 0.0379286
608.222 0.0380954
608.626 0.0382625
609.029 0.03843
609.432 0.0385978
609.835 0.0387661
610.238 0.0389347
610.641 0.0391036
611.044 0.039273
611.447 0.0394427
611.85 0.0396128
612.253 0.0397832
612.656 0.0399541
613.059 0.0401253
613.462 0.0402968
613.865 0.0404687
614.268 0.040641
614.672 0.0408137
615.075 0.0409867
615.478 0.0411601
615.881 0.0413339
616.284 0.041508
616.687 0.0416825
617.09 0.0418573
617.493 0.0420325
617.896 0.0422081
618.299 0.042384
618.702 0.0425603
619.105 0.042737
619.508 0.042914
619.911 0.0430914
620.314 0.0432691
620.717 0.0434472
621.121 0.0436257
621.524 0.0438045
621.927 0.0439836
622.33 0.0441631
622.733 0.044343
623.136 0.0445233
623.539 0.0447038
623.942 0.0448848
624.345 0.0450661
624.748 0.0452477
625.151 0.0454297
625.554 0.0456121
625.957 0.0457948
626.36 0.0459778
626.763 0.0461612
627.166 0.046345
627.57 0.0465291
627.973 0.0467135
628.376 0.0468983
628.779 0.0470835
629.182 0.047269
629.585 0.0474548
629.988 0.047641
630.391 0.0478275
630.794 0.0480144
631.197 0.0482016
631.6 0.0483892
632.003 0.0485771
632.406 0.0487653
632.809 0.0489539
633.212 0.0491428
633.615 0.0493321
634.019 0.0495217
634.422 0.0497117
634.825 0.0499019
635.228 0.0500926
635.631 0.0502835
636.034 0.0504748
636.437 0.0506665
636.84 0.0508584
637.243 0.0510507
637.646 0.0512434
638.049 0.0514363
638.452 0.0516296
638.855 0.0518233
639.258 0.0520172
639.661 0.0522115
640.064 0.0524062
640.468 0.0526011
640.871 0.0527964
641.274 0.052992
641.677 0.053188
642.08 0.0533843
642.483 0.0535809
642.886 0.0537778
643.289 0.053975
643.692 0.0541726
644.095 0.0543705
644.498 0.0545687
644.901 0.0547673
645.304 0.0549662
645.707 0.0551653
646.11 0.0553649
646.514 0.0555647
646.917 0.0557648
647.32 0.0559653
647.723 0.0561661
648.126 0.0563672
648.529 0.0565686
648.932 0.0567704
649.335 0.0569724
649.738 0.0571748
650.141 0.0573775
650.544 0.0575805
650.947 0.0577838
651.35 0.0579874
651.753 0.0581914
652.156 0.0583956
652.559 0.0586002
652.963 0.0588051
653.366 0.0590102
653.769 0.0592157
654.172 0.0594215
654.575 0.0596276
654.978 0.059834
655.381 0.0600408
655.784 0.0602478
656.187 0.0604551
656.59 0.0606627
656.993 0.0608707
657.396 0.0610789
657.799 0.0612874
658.202 0.0614963
658.605 0.0617054
659.008 0.0619148
659.412 0.0621246
659.815 0.0623346
660.218 0.062545
660.621 0.0627556
661.024 0.0629665
661.427 0.0631777
661.83 0.0633893
662.233 0.0636011
662.636 0.0638132
663.039 0.0640256
663.442 0.0642383
663.845 0.0644513
664.248 0.0646645
664.651 0.0648781
665.054 0.0650919
665.457 0.0653061
665.861 0.0655205
666.264 0.0657352
666.667 0.0659502
667.07 0.0661655
667.473 0.0663811
667.876 0.066597
668.279 0.0668131
668.682 0.0670296
669.085 0.0672463
669.488 0.0674633
669.891 0.0676805
670.294 0.0678981
670.697 0.0681159
671.1 0.068334
671.503 0.0685524
671.906 0.0687711
672.31 0.0689901
672.713 0.0692093
673.116 0.0694288
673.519 0.0696486
673.922 0.0698686
674.325 0.0700889
674.728 0.0703095
675.131 0.0705304
675.534 0.0707515
675.937 0.070973
676.34 0.0711946
676.743 0.0714166
677.146 0.0716388
677.549 0.0718613
677.952 0.072084
678.356 0.0723071
678.759 0.0725304
679.162 0.0727539
679.565 0.0729777
679.968 0.0732018
680.371 0.0734261
680.774 0.0736508
681.177 0.0738756
681.58 0.0741007
681.983 0.0743261
682.386 0.0745518
682.789 0.0747777
683.192 0.0750039
683.595 0.0752303
683.998 0.075457
684.401 0.0756839
684.805 0.0759111
685.208 0.0761385
685.611 0.0763662
686.014 0.0765942
686.417 0.0768224
686.82 0.0770508
687.223 0.0772795
687.626 0.0775085
688.029 0.0777377
688.432 0.0779672
688.835 0.0781969
689.238 0.0784268
689.641 0.078657
690.044 0.0788874
690.447 0.0791181
690.85 0.0793491
691.254 0.0795802
691.657 0.0798117
692.06 0.0800433
692.463 0.0802752
692.866 0.0805074
693.269 0.0807398
693.672 0.0809724
694.075 0.0812052
694.478 0.0814383
694.881 0.0816717
695.284 0.0819053
695.687 0.0821391
696.09 0.0823731
696.493 0.0826074
696.896 0.0828419
697.299 0.0830767
697.703 0.0833116
698.106 0.0835468
698.509 0.0837823
698.912 0.084018
699.315 0.0842539
699.718 0.08449
700.121 0.0847264
700.524 0.0849629
700.927 0.0851998
701.33 0.0854368
701.733 0.0856741
702.136 0.0859116
702.539 0.0861493
702.942 0.0863872
703.345 0.0866254
703.748 0.0868638
704.152 0.0871024
704.555 0.0873412
704.958 0.0875802
705.361 0.0878195
705.764 0.088059
706.167 0.0882987
706.57 0.0885386
706.973 0.0887787
707.376 0.0890191
707.779 0.0892596
708.182 0.0895004
708.585 0.0897414
708.988 0.0899826
709.391 0.090224
709.794 0.0904656
710.198 0.0907075
710.601 0.0909495
711.004 0.0911917
711.407 0.0914342
711.81 0.0916769
712.213 0.0919198
712.616 0.0921628
713.019 0.0924061
713.422 0.0926496
713.825 0.0928933
714.228 0.0931372
714.631 0.0933813
715.034 0.0936256
715.437 0.0938701
715.84 0.0941148
716.243 0.0943597
716.647 0.0946049
717.05 0.0948502
717.453 0.0950957
717.856 0.0953414
718.259 0.0955873
718.662 0.0958333
719.065 0.0960796
719.468 0.0963261
719.871 0.0965728
720.274 0.0968197
720.677 0.0970667
721.08 0.097314
721.483 0.0975614
721.886 0.097809
722.289 0.0980569
722.692 0.0983049
723.096 0.0985531
723.499 0.0988015
723.902 0.09905
724.305 0.0992988
724.708 0.0995477
725.111 0.0997969
725.514 0.100046
725.917 0.100296
726.32 0.100545
726.723 0.100795
727.126 0.101045
727.529 0.101295
727.932 0.101546
728.335 0.101796
728.738 0.102047
729.141 0.102298
729.545 0.102549
729.948 0.102801
730.351 0.103052
730.754 0.103304
731.157 0.103556
731.56 0.103807
731.963 0.10406
732.366 0.104312
732.769 0.104564
733.172 0.104817
733.575 0.10507
733.978 0.105323
734.381 0.105576
734.784 0.10583
735.187 0.106083
735.59 0.106337
735.994 0.106591
736.397 0.106845
736.8 0.107099
737.203 0.107353
737.606 0.107608
738.009 0.107862
738.412 0.108117
738.815 0.108372
739.218 0.108627
739.621 0.108883
740.024 0.109138
740.427 0.109394
740.83 0.10965
741.233 0.109906
741.636 0.110162
742.04 0.110418
742.443 0.110674
742.846 0.110931
743.249 0.111188
743.652 0.111445
744.055 0.111702
744.458 0.111959
744.861 0.112216
745.264 0.112474
745.667 0.112731
746.07 0.112989
746.473 0.113247
746.876 0.113505
747.279 0.113763
747.682 0.114022
748.085 0.11428
748.489 0.114539
748.892 0.114798
749.295 0.115057
749.698 0.115316
750.101 0.115575
750.504 0.115835
750.907 0.116094
751.31 0.116354
751.713 0.116614
752.116 0.116874
752.519 0.117134
752.922 0.117394
753.325 0.117654
753.728 0.117915
754.131 0.118175
754.534 0.118436
754.938 0.118697
755.341 0.118958
755.744 0.119219
756.147 0.119481
756.55 0.119742
756.953 0.120004
757.356 0.120266
757.759 0.120527
758.162 0.120789
758.565 0.121051
758.968 0.121314
759.371 0.121576
759.774 0.121839
760.177 0.122101
760.58 0.122364
760.983 0.122627
761.387 0.12289
761.79 0.123153
762.193 0.123416
762.596 0.12368
762.999 0.123943
763.402 0.124207
763.805 0.12447
764.208 0.124734
764.611 0.124998
765.014 0.125262
765.417 0.125527
765.82 0.125791
766.223 0.126055
766.626 0.12632
767.029 0.126585
767.432 0.126849
767.836 0.127114
768.239 0.127379
768.642 0.127645
769.045 0.12791
769.448 0.128175
769.851 0.128441
770.254 0.128706
770.657 0.128972
771.06 0.129238
771.463 0.129504
771.866 0.12977
772.269 0.130036
772.672 0.130302
773.075 0.130569
773.478 0.130835
773.881 0.131102
774.285 0.131368
774.688 0.131635
775.091 0.131902
775.494 0.132169
775.897 0.132436
776.3 0.132703
776.703 0.132971
777.106 0.133238
777.509 0.133506
777.912 0.133773
778.315 0.134041
778.718 0.134309
779.121 0.134577
779.524 0.134845
779.927 0.135113
780.331 0.135381
780.734 0.135649
781.137 0.135918
781.54 0.136186
781.943 0.136455
782.346 0.136723
782.749 0.136992
783.152 0.137261
783.555 0.13753
783.958 0.137799
784.361 0.138068
784.764 0.138337
785.167 0.138607
785.57 0.138876
785.973 0.139146
786.376 0.139415
786.78 0.139685
787.183 0.139955
787.586 0.140224
787.989 0.140494
788.392 0.140764
788.795 0.141034
789.198 0.141305
789.601 0.141575
790.004 0.141845
790.407 0.142116
790.81 0.142386
791.213 0.142657
791.616 0.142927
792.019 0.143198
792.422 0.143469
792.825 0.14374
793.229 0.144011
793.632 0.144282
794.035 0.144553
794.438 0.144824
794.841 0.145096
795.244 0.145367
795.647 0.145639
796.05 0.14591
796.453 0.146182
796.856 0.146453
797.259 0.146725
797.662 0.146997
798.065 0.147269
798.468 0.147541
798.871 0.147813
799.274 0.148085
799.678 0.148357
800.081 0.148629
800.484 0.148902
800.887 0.149174
801.29 0.149447
801.693 0.149719
802.096 0.149992
802.499 0.150264
802.902 0.150537
803.305 0.15081
803.708 0.151083
804.111 0.151356
804.514 0.151629
804.917 0.151902
805.32 0.152175
805.723 0.152448
806.127 0.152721
806.53 0.152995
806.933 0.153268
807.336 0.153541
807.739 0.153815
808.142 0.154088
808.545 0.154362
808.948 0.154636
809.351 0.154909
809.754 0.155183
810.157 0.155457
810.56 0.155731
810.963 0.156005
811.366 0.156279
811.769 0.156553
812.173 0.156827
812.576 0.157101
812.979 0.157375
813.382 0.157649
813.785 0.157924
814.188 0.158198
814.591 0.158472
814.994 0.158747
815.397 0.159021
815.8 0.159296
816.203 0.159571
816.606 0.159845
817.009 0.16012
817.412 0.160395
817.815 0.160669
818.218 0.160944
818.622 0.161219
819.025 0.161494
819.428 0.161769
819.831 0.162044
820.234 0.162319
820.637 0.162594
821.04 0.162869
821.443 0.163145
821.846 0.16342
822.249 0.163695
822.652 0.163971
823.055 0.164246
823.458 0.164521
823.861 0.164797
824.264 0.165072
824.667 0.165348
825.071 0.165623
825.474 0.165899
825.877 0.166174
826.28 0.16645
826.683 0.166726
827.086 0.167002
827.489 0.167277
827.892 0.167553
828.295 0.167829
828.698 0.168105
829.101 0.168381
829.504 0.168657
829.907 0.168933
830.31 0.169209
830.713 0.169485
831.116 0.169761
831.52 0.170037
831.923 0.170313
832.326 0.170589
832.729 0.170866
833.132 0.171142
833.535 0.171418
833.938 0.171694
834.341 0.171971
834.744 0.172247
835.147 0.172523
835.55 0.1728
835.953 0.173076
836.356 0.173353
836.759 0.173629
837.162 0.173905
837.565 0.174182
837.969 0.174459
838.372 0.174735
838.775 0.175012
839.178 0.175288
839.581 0.175565
839.984 0.175842
840.387 0.176118
840.79 0.176395
841.193 0.176672
841.596 0.176948
841.999 0.177225
842.402 0.177502
842.805 0.177779
843.208 0.178055
843.611 0.178332
844.015 0.178609
844.418 0.178886
844.821 0.179163
845.224 0.17944
845.627 0.179717
846.03 0.179994
846.433 0.180271
846.836 0.180547
847.239 0.180824
847.642 0.181101
848.045 0.181378
848.448 0.181655
848.851 0.181932
849.254 0.182209
849.657 0.182486
850.06 0.182764
850.464 0.183041
850.867 0.183318
851.27 0.183595
851.673 0.183872
852.076 0.184149
852.479 0.184426
852.882 0.184703
853.285 0.18498
853.688 0.185257
854.091 0.185535
854.494 0.185812
854.897 0.186089
855.3 0.186366
855.703 0.186643
856.106 0.18692
856.509 0.187197
856.913 0.187475
857.316 0.187752
857.719 0.188029
858.122 0.188306
858.525 0.188583
858.928 0.18886
859.331 0.189138
859.734 0.189415
860.137 0.189692
860.54 0.189969
860.943 0.190246
861.346 0.190524
861.749 0.190801
862.152 0.191078
862.555 0.191355
862.958 0.191632
863.362 0.19191
863.765 0.192187
864.168 0.192464
864.571 0.192741
864.974 0.193018
865.377 0.193295
865.78 0.193573
866.183 0.19385
866.586 0.194127
866.989 0.194404
867.392 0.194681
867.795 0.194958
868.198 0.195235
868.601 0.195513
869.004 0.19579
869.407 0.196067
869.811 0.196344
870.214 0.196621
870.617 0.196898
871.02 0.197175
871.423 0.197452
871.826 0.197729
872.229 0.198006
872.632 0.198283
873.035 0.19856
873.438 0.198837
873.841 0.199114
874.244 0.199391
874.647 0.199668
875.05 0.199945
875.453 0.200222
875.857 0.200499
876.26 0.200776
876.663 0.201053
877.066 0.20133
877.469 0.201607
877.872 0.201883
878.275 0.20216
878.678 0.202437
879.081 0.202714
879.484 0.202991
879.887 0.203268
880.29 0.203544
880.693 0.203821
881.096 0.204098
881.499 0.204374
881.902 0.204651
882.306 0.204928
882.709 0.205204
883.112 0.205481
883.515 0.205758
883.918 0.206034
884.321 0.206311
884.724 0.206587
885.127 0.206864
885.53 0.20714
885.933 0.207417
886.336 0.207693
886.739 0.20797
887.142 0.208246
887.545 0.208523
887.948 0.208799
888.351 0.209075
888.755 0.209352
889.158 0.209628
889.561 0.209904
889.964 0.21018
890.367 0.210457
890.77 0.210733
891.173 0.211009
891.576 0.211285
891.979 0.211561
892.382 0.211837
892.785 0.212113
893.188 0.212389
893.591 0.212665
893.994 0.212941
894.397 0.213217
894.8 0.213493
895.204 0.213769
895.607 0.214045
896.01 0.214321
896.413 0.214597
896.816 0.214872
897.219 0.215148
897.622 0.215424
898.025 0.2157
898.428 0.215975
898.831 0.216251
899.234 0.216526
899.637 0.216802
900.04 0.217077
900.443 0.217353
900.846 0.217628
901.249 0.217904
901.653 0.218179
902.056 0.218454
902.459 0.21873
902.862 0.219005
903.265 0.21928
903.668 0.219555
904.071 0.219831
904.474 0.220106
904.877 0.220381
905.28 0.220656
905.683 0.220931
906.086 0.221206
906.489 0.221481
906.892 0.221756
907.295 0.222031
907.699 0.222305
908.102 0.22258
908.505 0.222855
908.908 0.22313
909.311 0.223404
909.714 0.223679
910.117 0.223954
910.52 0.224228
910.923 0.224503
911.326 0.224777
911.729 0.225052
912.132 0.225326
912.535 0.2256
912.938 0.225875
913.341 0.226149
913.744 0.226423
914.148 0.226697
914.551 0.226971
914.954 0.227245
915.357 0.227519
915.76 0.227793
916.163 0.228067
916.566 0.228341
916.969 0.228615
917.372 0.228889
917.775 0.229163
918.178 0.229437
918.581 0.22971
918.984 0.229984
919.387 0.230257
919.79 0.230531
920.193 0.230804
920.597 0.231078
921 0.231351
921.403 0.231625
921.806 0.231898
922.209 0.232171
922.612 0.232444
923.015 0.232718
923.418 0.232991
923.821 0.233264
924.224 0.233537
924.627 0.23381
925.03 0.234083
925.433 0.234356
925.836 0.234628
926.239 0.234901
926.642 0.235174
927.046 0.235447
927.449 0.235719
927.852 0.235992
928.255 0.236264
928.658 0.236537
929.061 0.236809
929.464 0.237081
929.867 0.237354
930.27 0.237626
930.673 0.237898
931.076 0.23817
931.479 0.238442
931.882 0.238714
932.285 0.238986
932.688 0.239258
933.091 0.23953
933.495 0.239802
933.898 0.240074
934.301 0.240345
934.704 0.240617
935.107 0.240889
935.51 0.24116
935.913 0.241432
936.316 0.241703
936.719 0.241974
937.122 0.242246
937.525 0.242517
937.928 0.242788
938.331 0.243059
938.734 0.24333
939.137 0.243601
939.541 0.243872
939.944 0.244143
940.347 0.244414
940.75 0.244685
941.153 0.244956
941.556 0.245226
941.959 0.245497
942.362 0.245767
942.765 0.246038
943.168 0.246308
943.571 0.246579
943.974 0.246849
944.377 0.247119
944.78 0.247389
945.183 0.24766
945.586 0.24793
945.99 0.2482
946.393 0.24847
946.796 0.248739
947.199 0.249009
947.602 0.249279
948.005 0.249549
948.408 0.249818
948.811 0.250088
949.214 0.250357
949.617 0.250627
950.02 0.250896
950.423 0.251165
950.826 0.251435
951.229 0.251704
951.632 0.251973
952.035 0.252242
952.439 0.252511
952.842 0.25278
953.245 0.253049
953.648 0.253317
954.051 0.253586
954.454 0.253855
954.857 0.254123
955.26 0.254392
955.663 0.25466
956.066 0.254929
956.469 0.255197
956.872 0.255465
957.275 0.255733
957.678 0.256002
958.081 0.25627
958.484 0.256538
958.888 0.256806
959.291 0.257073
959.694 0.257341
960.097 0.257609
960.5 0.257876
960.903 0.258144
961.306 0.258412
961.709 0.258679
962.112 0.258946
962.515 0.259214
962.918 0.259481
963.321 0.259748
963.724 0.260015
964.127 0.260282
964.53 0.260549
964.933 0.260816
965.337 0.261083
965.74 0.261349
966.143 0.261616
966.546 0.261883
966.949 0.262149
967.352 0.262415
967.755 0.262682
968.158 0.262948
968.561 0.263214
968.964 0.26348
969.367 0.263746
969.77 0.264012
970.173 0.264278
970.576 0.264544
970.979 0.26481
971.383 0.265076
971.786 0.265341
972.189 0.265607
972.592 0.265872
972.995 0.266138
973.398 0.266403
973.801 0.266668
974.204 0.266934
974.607 0.267199
975.01 0.267464
975.413 0.267729
975.816 0.267993
976.219 0.268258
976.622 0.268523
977.025 0.268788
977.428 0.269052
977.832 0.269317
978.235 0.269581
978.638 0.269845
979.041 0.27011
979.444 0.270374
979.847 0.270638
980.25 0.270902
980.653 0.271166
981.056 0.27143
981.459 0.271694
981.862 0.271957
982.265 0.272221
982.668 0.272485
983.071 0.272748
983.474 0.273011
983.877 0.273275
984.281 0.273538
984.684 0.273801
985.087 0.274064
985.49 0.274327
985.893 0.27459
986.296 0.274853
986.699 0.275116
987.102 0.275378
987.505 0.275641
987.908 0.275904
988.311 0.276166
988.714 0.276428
989.117 0.276691
989.52 0.276953
989.923 0.277215
990.326 0.277477
990.73 0.277739
991.133 0.278001
991.536 0.278263
991.939 0.278524
992.342 0.278786
992.745 0.279048
993.148 0.279309
993.551 0.27957
993.954 0.279832
994.357 0.280093
994.76 0.280354
995.163 0.280615
995.566 0.280876
995.969 0.281137
996.372 0.281398
996.775 0.281659
997.179 0.281919
997.582 0.28218
997.985 0.28244
998.388 0.282701
998.791 0.282961
999.194 0.283221
999.597 0.283481
1000 0.283741
