W E1 E2
3442.6 3.06006 0.0402384
3448.63 3.06098 0.0400134
3454.66 3.06176 0.0396492
3460.69 3.06293 0.0390484
3466.72 3.06461 0.0388493
3472.75 3.06617 0.0389435
3478.77 3.06787 0.0396537
3484.8 3.06909 0.0405319
3490.83 3.07008 0.04158
3496.86 3.07088 0.0426743
3502.89 3.0713 0.0439479
3508.92 3.07118 0.0449528
3514.95 3.07125 0.0455697
3520.98 3.07141 0.0464093
3527.01 3.07104 0.0473874
3533.03 3.0703 0.0473317
3539.06 3.07056 0.0470839
3545.09 3.07086 0.0476739
3551.12 3.07086 0.048296
3557.15 3.07052 0.0490202
3563.18 3.06953 0.049279
3569.21 3.069 0.0489637
3575.24 3.06868 0.0485275
3581.27 3.06875 0.0480277
3587.29 3.06901 0.0482296
3593.32 3.06841 0.0484651
3599.35 3.06799 0.0476826
3605.38 3.0681 0.0469222
3611.41 3.06856 0.0462188
3617.44 3.06976 0.0462758
3623.47 3.06987 0.0471359
3629.5 3.06917 0.0469922
3635.53 3.0695 0.046406
3641.55 3.07002 0.0473052
3647.58 3.06861 0.0480904
3653.61 3.06784 0.0466321
3659.64 3.06875 0.0457951
3665.67 3.06881 0.0462952
3671.7 3.06782 0.045958
3677.73 3.06779 0.0448632
3683.76 3.06837 0.044529
3689.79 3.06833 0.0444722
3695.81 3.06814 0.0439028
3701.84 3.06829 0.043343
3707.87 3.06835 0.0430252
3713.9 3.06808 0.042491
3719.93 3.06817 0.041565
3725.96 3.06857 0.0406952
3731.99 3.06922 0.0398689
3738.02 3.07016 0.0397003
3744.05 3.07045 0.0397268
3750.07 3.07074 0.0390252
3756.1 3.07194 0.0385605
3762.13 3.07262 0.0391941
3768.16 3.07252 0.0395667
3774.19 3.07253 0.0395384
3780.22 3.07249 0.039456
3786.25 3.07239 0.0393377
3792.28 3.07225 0.0386577
3798.31 3.07314 0.0378782
3804.34 3.07373 0.0388718
3810.36 3.07261 0.0394279
3816.39 3.07202 0.0384811
3822.42 3.07206 0.0377212
3828.45 3.07188 0.0372059
3834.48 3.07137 0.0356793
3840.51 3.07263 0.0335862
3846.54 3.07492 0.0340739
3852.57 3.07538 0.034992
3858.6 3.0753 0.0354117
3864.62 3.07446 0.0354431
3870.65 3.07426 0.0343927
3876.68 3.07466 0.0334272
3882.71 3.07544 0.0325566
3888.74 3.07678 0.0326849
3894.77 3.07706 0.033284
3900.8 3.07687 0.0331751
3906.83 3.07684 0.0329487
3912.86 3.07698 0.0324586
3918.88 3.07746 0.0321175
3924.91 3.0777 0.0321193
3930.94 3.07761 0.0318796
3936.97 3.07775 0.0314085
3943 3.07802 0.0309789
3949.03 3.07835 0.0305655
3955.06 3.07873 0.0302599
3961.09 3.07914 0.0299904
3967.12 3.07944 0.0298996
3973.14 3.07949 0.029684
3979.17 3.07971 0.0292278
3985.2 3.08013 0.028902
3991.23 3.08043 0.0286831
3997.26 3.08069 0.0283807
4003.29 3.08106 0.0280515
4009.32 3.08142 0.0279428
4015.35 3.08153 0.0277891
4021.38 3.08174 0.0273807
4027.4 3.08211 0.0270234
4033.43 3.08246 0.0267492
4039.46 3.08284 0.026535
4045.49 3.08315 0.0263628
4051.52 3.08341 0.026166
4057.55 3.08363 0.0259625
4063.58 3.08387 0.0256346
4069.61 3.08426 0.0253477
4075.64 3.08457 0.0252138
4081.66 3.08475 0.025002
4087.69 3.08502 0.0246821
4093.72 3.0854 0.0244783
4099.75 3.08562 0.0243438
4105.78 3.08578 0.0240185
4111.81 3.08611 0.0236605
4117.84 3.08646 0.0234222
4123.87 3.08682 0.0232062
4129.9 3.08711 0.0230572
4135.92 3.08729 0.0228201
4141.95 3.0876 0.0224786
4147.98 3.08802 0.0222754
4154.01 3.08832 0.0221418
4160.04 3.08857 0.0219514
4166.07 3.08882 0.0217474
4172.1 3.08909 0.021482
4178.13 3.08945 0.0212576
4184.16 3.08973 0.0211343
4190.18 3.0899 0.0209333
4196.21 3.09015 0.0206533
4202.24 3.09044 0.0203944
4208.27 3.09074 0.0201444
4214.3 3.09106 0.019934
4220.33 3.09132 0.0197179
4226.36 3.09163 0.0194319
4232.39 3.09208 0.0192277
4238.42 3.09237 0.019192
4244.44 3.09247 0.0189972
4250.47 3.09274 0.018664
4256.5 3.09312 0.0184511
4262.53 3.09342 0.0182799
4268.56 3.09371 0.0180798
4274.59 3.09401 0.0178819
4280.62 3.09431 0.017704
4286.65 3.09459 0.0175246
4292.68 3.09487 0.0173427
4298.7 3.09514 0.0171568
4304.73 3.09542 0.0169679
4310.76 3.09569 0.0167767
4316.79 3.09595 0.0165848
4322.82 3.09623 0.0163694
4328.85 3.09653 0.0161623
4334.88 3.09681 0.0159902
4340.91 3.09706 0.0157902
4346.94 3.09735 0.015549
4352.96 3.0977 0.0153637
4358.99 3.09799 0.0152138
