W E2
8323.62 5.35005
8329.58 5.3759
8335.53 5.4019
8341.49 5.42807
8347.44 5.45438
8353.4 5.48086
8359.36 5.5075
8365.31 5.5343
8371.27 5.56126
8377.22 5.58838
8383.18 5.61568
8389.13 5.64314
8395.09 5.67077
8401.05 5.69857
8407 5.72654
8412.96 5.75469
8418.91 5.78301
8424.87 5.81151
8430.82 5.84019
8436.78 5.86905
8442.74 5.89809
8448.69 5.92732
8454.65 5.95673
8460.6 5.98633
8466.56 6.01612
8472.52 6.0461
8478.47 6.07627
8484.43 6.10664
8490.38 6.1372
8496.34 6.16797
8502.29 6.19893
8508.25 6.23009
8514.21 6.26146
8520.16 6.29304
8526.12 6.32482
8532.07 6.35681
8538.03 6.38901
8543.98 6.42143
8549.94 6.45406
8555.9 6.48691
8561.85 6.51997
8567.81 6.55326
8573.76 6.58677
8579.72 6.62051
8585.67 6.65447
8591.63 6.68867
8597.59 6.72309
8603.54 6.75775
8609.5 6.79264
8615.45 6.82776
8621.41 6.86313
8627.36 6.89874
8633.32 6.93459
8639.28 6.97068
8645.23 7.00702
8651.19 7.04361
8657.14 7.08046
8663.1 7.11755
8669.05 7.1549
8675.01 7.1925
8680.97 7.23036
8686.92 7.26848
8692.88 7.30687
8698.83 7.34551
8704.79 7.38443
8710.74 7.42361
8716.7 7.46306
8722.66 7.50278
8728.61 7.54277
8734.57 7.58303
8740.52 7.62358
8746.48 7.6644
8752.43 7.70549
8758.39 7.74687
8764.35 7.78853
8770.3 7.83047
8776.26 7.8727
8782.21 7.91521
8788.17 7.95801
8794.12 8.0011
8800.08 8.04448
8806.04 8.08814
8811.99 8.1321
8817.95 8.17635
8823.9 8.22089
8829.86 8.26572
8835.81 8.31085
8841.77 8.35627
8847.73 8.40199
8853.68 8.448
8859.64 8.4943
8865.59 8.5409
8871.55 8.5878
8877.51 8.63499
8883.46 8.68247
8889.42 8.73024
8895.37 8.77831
8901.33 8.82667
8907.28 8.87533
8913.24 8.92427
8919.2 8.9735
8925.15 9.02302
8931.11 9.07282
8937.06 9.12291
8943.02 9.17327
8948.97 9.22392
8954.93 9.27485
8960.89 9.32605
8966.84 9.37752
8972.8 9.42926
8978.75 9.48126
8984.71 9.53353
8990.66 9.58606
8996.62 9.63884
9002.58 9.69186
9008.53 9.74514
9014.49 9.79866
9020.44 9.85241
9026.4 9.90639
9032.35 9.9606
9038.31 10.015
9044.27 10.0697
9050.22 10.1245
9056.18 10.1795
9062.13 10.2348
9068.09 10.2902
9074.04 10.3458
9080 10.4016
9085.96 10.4575
9091.91 10.5136
9097.87 10.5698
9103.82 10.6262
9109.78 10.6827
9115.73 10.7393
9121.69 10.796
9127.65 10.8528
9133.6 10.9097
9139.56 10.9666
9145.51 11.0237
9151.47 11.0807
9157.42 11.1378
9163.38 11.1949
9169.34 11.2521
9175.29 11.3092
9181.25 11.3663
9187.2 11.4234
9193.16 11.4805
9199.11 11.5374
9205.07 11.5944
9211.03 11.6512
9216.98 11.7079
9222.94 11.7645
9228.89 11.821
9234.85 11.8773
9240.8 11.9334
9246.76 11.9894
9252.72 12.0451
9258.67 12.1006
9264.63 12.1559
9270.58 12.211
9276.54 12.2657
9282.49 12.3202
9288.45 12.3744
9294.41 12.4282
9300.36 12.4817
9306.32 12.5349
9312.27 12.5876
9318.23 12.64
9324.19 12.6919
9330.14 12.7434
9336.1 12.7945
9342.05 12.8451
9348.01 12.8951
9353.96 12.9447
9359.92 12.9938
9365.88 13.0423
9371.83 13.0902
9377.79 13.1376
9383.74 13.1843
9389.7 13.2305
9395.65 13.276
9401.61 13.3208
9407.57 13.365
9413.52 13.4085
9419.48 13.4513
9425.43 13.4934
9431.39 13.5348
9437.34 13.5754
9443.3 13.6153
9449.26 13.6544
9455.21 13.6927
9461.17 13.7302
9467.12 13.7669
9473.08 13.8028
9479.03 13.8378
9484.99 13.872
9490.95 13.9054
9496.9 13.9378
9502.86 13.9694
9508.81 14.0002
9514.77 14.03
9520.72 14.0589
9526.68 14.087
9532.64 14.1141
9538.59 14.1403
9544.55 14.1655
9550.5 14.1899
9556.46 14.2133
9562.41 14.2358
9568.37 14.2573
9574.33 14.278
9580.28 14.2976
9586.24 14.3164
9592.19 14.3342
9598.15 14.351
9604.1 14.3669
9610.06 14.3819
9616.02 14.396
9621.97 14.4091
9627.93 14.4213
9633.88 14.4326
9639.84 14.4429
9645.79 14.4524
9651.75 14.4609
9657.71 14.4686
9663.66 14.4753
9669.62 14.4812
9675.57 14.4862
9681.53 14.4903
9687.48 14.4936
9693.44 14.496
9699.4 14.4976
9705.35 14.4983
9711.31 14.4982
9717.26 14.4974
9723.22 14.4957
9729.18 14.4932
9735.13 14.4899
9741.09 14.4859
9747.04 14.4811
9753 14.4756
9758.95 14.4694
9764.91 14.4624
9770.87 14.4547
9776.82 14.4463
9782.78 14.4373
9788.73 14.4276
9794.69 14.4172
9800.64 14.4062
9806.6 14.3946
9812.56 14.3824
9818.51 14.3696
9824.47 14.3561
9830.42 14.3421
9836.38 14.3276
9842.33 14.3125
9848.29 14.2969
9854.25 14.2807
9860.2 14.2641
9866.16 14.2469
9872.11 14.2293
9878.07 14.2112
9884.02 14.1927
9889.98 14.1737
9895.94 14.1543
9901.89 14.1345
9907.85 14.1143
9913.8 14.0936
9919.76 14.0727
9925.71 14.0513
9931.67 14.0296
9937.63 14.0075
9943.58 13.9852
9949.54 13.9625
9955.49 13.9394
9961.45 13.9161
9967.4 13.8926
9973.36 13.8687
9979.32 13.8446
9985.27 13.8202
9991.23 13.7955
9997.18 13.7707
10003.1 13.7456
10009.1 13.7203
10015.1 13.6948
10021 13.669
10027 13.6431
10032.9 13.6171
10038.9 13.5908
10044.8 13.5644
10050.8 13.5378
10056.7 13.5111
10062.7 13.4842
10068.7 13.4572
10074.6 13.4301
10080.6 13.4029
10086.5 13.3755
10092.5 13.3481
10098.4 13.3205
10104.4 13.2929
10110.3 13.2652
10116.3 13.2374
10122.3 13.2095
10128.2 13.1815
10134.2 13.1535
10140.1 13.1255
10146.1 13.0973
10152 13.0692
10158 13.0409
10163.9 13.0127
10169.9 12.9844
10175.9 12.9561
10181.8 12.9278
10187.8 12.8994
10193.7 12.871
10199.7 12.8426
10205.6 12.8142
10211.6 12.7858
10217.5 12.7574
10223.5 12.729
10229.5 12.7006
10235.4 12.6722
10241.4 12.6439
10247.3 12.6155
10253.3 12.5871
10259.2 12.5588
10265.2 12.5305
10271.1 12.5022
10277.1 12.4739
10283.1 12.4457
10289 12.4175
10295 12.3893
10300.9 12.3611
10306.9 12.333
10312.8 12.305
10318.8 12.2769
10324.7 12.2489
10330.7 12.221
10336.7 12.1931
10342.6 12.1652
10348.6 12.1374
10354.5 12.1096
10360.5 12.0819
10366.4 12.0542
10372.4 12.0266
10378.4 11.999
10384.3 11.9715
10390.3 11.9441
10396.2 11.9167
10402.2 11.8893
10408.1 11.862
10414.1 11.8348
10420 11.8076
10426 11.7805
10432 11.7534
10437.9 11.7264
10443.9 11.6995
10449.8 11.6726
10455.8 11.6458
10461.7 11.619
10467.7 11.5923
10473.6 11.5657
10479.6 11.5391
10485.6 11.5126
10491.5 11.4861
10497.5 11.4597
10503.4 11.4334
10509.4 11.4072
10515.3 11.381
10521.3 11.3548
10527.2 11.3288
10533.2 11.3028
10539.2 11.2768
10545.1 11.2509
10551.1 11.2251
10557 11.1994
10563 11.1737
10568.9 11.1481
10574.9 11.1225
10580.8 11.097
10586.8 11.0716
10592.8 11.0462
10598.7 11.0209
10604.7 10.9957
10610.6 10.9705
10616.6 10.9454
10622.5 10.9203
10628.5 10.8953
10634.4 10.8704
10640.4 10.8456
10646.4 10.8208
10652.3 10.796
10658.3 10.7713
10664.2 10.7467
10670.2 10.7222
10676.1 10.6977
10682.1 10.6733
10688 10.6489
10694 10.6246
10700 10.6003
10705.9 10.5762
10711.9 10.552
10717.8 10.528
10723.8 10.504
10729.7 10.48
10735.7 10.4561
10741.6 10.4323
10747.6 10.4085
10753.6 10.3848
10759.5 10.3612
10765.5 10.3376
10771.4 10.314
10777.4 10.2906
10783.3 10.2671
10789.3 10.2438
10795.3 10.2205
10801.2 10.1972
10807.2 10.174
10813.1 10.1509
10819.1 10.1278
10825 10.1048
10831 10.0818
10836.9 10.0589
10842.9 10.036
10848.9 10.0132
10854.8 9.99049
10860.8 9.9678
10866.7 9.94516
10872.7 9.92257
10878.6 9.90004
10884.6 9.87756
10890.5 9.85514
10896.5 9.83276
10902.5 9.81044
10908.4 9.78818
10914.4 9.76596
10920.3 9.7438
10926.3 9.72169
10932.2 9.69964
10938.2 9.67763
10944.1 9.65567
10950.1 9.63377
10956.1 9.61192
10962 9.59012
10968 9.56837
10973.9 9.54667
10979.9 9.52502
10985.8 9.50342
10991.8 9.48187
10997.7 9.46037
11003.7 9.43892
11009.7 9.41752
11015.6 9.39617
11021.6 9.37486
11027.5 9.35361
11033.5 9.33241
11039.4 9.31125
11045.4 9.29014
11051.3 9.26908
11057.3 9.24807
11063.3 9.22711
11069.2 9.20619
11075.2 9.18532
11081.1 9.1645
11087.1 9.14373
11093 9.123
11099 9.10232
11104.9 9.08169
11110.9 9.06111
11116.9 9.04057
11122.8 9.02008
11128.8 8.99963
11134.7 8.97923
11140.7 8.95888
11146.6 8.93857
11152.6 8.91831
11158.6 8.89809
11164.5 8.87792
11170.5 8.8578
11176.4 8.83772
11182.4 8.81769
11188.3 8.7977
11194.3 8.77775
11200.2 8.75786
11206.2 8.738
11212.2 8.71819
11218.1 8.69843
11224.1 8.67871
11230 8.65903
11236 8.6394
11241.9 8.61982
11247.9 8.60027
11253.8 8.58077
11259.8 8.56132
11265.8 8.54191
11271.7 8.52254
11277.7 8.50322
11283.6 8.48394
11289.6 8.4647
11295.5 8.44551
11301.5 8.42636
11307.4 8.40725
11313.4 8.38819
11319.4 8.36917
11325.3 8.35019
11331.3 8.33126
11337.2 8.31237
11343.2 8.29352
11349.1 8.27471
11355.1 8.25595
11361 8.23723
11367 8.21855
11373 8.19991
11378.9 8.18132
11384.9 8.16277
11390.8 8.14426
11396.8 8.12579
11402.7 8.10737
11408.7 8.08898
11414.6 8.07064
11420.6 8.05234
11426.6 8.03408
11432.5 8.01587
11438.5 7.99769
11444.4 7.97956
11450.4 7.96147
11456.3 7.94342
11462.3 7.92541
11468.2 7.90744
11474.2 7.88952
11480.2 7.87163
11486.1 7.85379
11492.1 7.83599
11498 7.81822
11504 7.8005
11509.9 7.78282
11515.9 7.76518
11521.9 7.74759
11527.8 7.73003
11533.8 7.71251
11539.7 7.69504
11545.7 7.6776
11551.6 7.6602
11557.6 7.64285
11563.5 7.62554
11569.5 7.60826
11575.5 7.59103
11581.4 7.57383
11587.4 7.55668
11593.3 7.53957
11599.3 7.52249
11605.2 7.50546
11611.2 7.48847
11617.1 7.47151
11623.1 7.4546
11629.1 7.43773
11635 7.42089
11641 7.4041
11646.9 7.38734
11652.9 7.37063
11658.8 7.35395
11664.8 7.33732
11670.7 7.32072
11676.7 7.30416
11682.7 7.28764
11688.6 7.27117
11694.6 7.25473
11700.5 7.23833
11706.5 7.22196
11712.4 7.20564
11718.4 7.18936
11724.3 7.17311
11730.3 7.15691
11736.3 7.14074
11742.2 7.12461
11748.2 7.10852
11754.1 7.09247
11760.1 7.07646
11766 7.06049
11772 7.04455
11777.9 7.02866
11783.9 7.0128
11789.9 6.99698
11795.8 6.9812
11801.8 6.96546
11807.7 6.94975
11813.7 6.93409
11819.6 6.91846
11825.6 6.90287
11831.5 6.88731
11837.5 6.8718
11843.5 6.85632
11849.4 6.84088
11855.4 6.82548
11861.3 6.81012
11867.3 6.79479
11873.2 6.77951
11879.2 6.76426
11885.2 6.74904
11891.1 6.73387
11897.1 6.71873
11903 6.70363
11909 6.68856
11914.9 6.67354
11920.9 6.65855
11926.8 6.6436
11932.8 6.62868
11938.8 6.6138
11944.7 6.59896
11950.7 6.58416
11956.6 6.56939
11962.6 6.55466
11968.5 6.53997
11974.5 6.52531
11980.4 6.51069
11986.4 6.4961
11992.4 6.48156
11998.3 6.46705
12004.3 6.45257
12010.2 6.43813
12016.2 6.42373
12022.1 6.40936
12028.1 6.39503
12034 6.38074
12040 6.36648
12046 6.35226
12051.9 6.33807
12057.9 6.32392
12063.8 6.30981
12069.8 6.29573
12075.7 6.28169
12081.7 6.26768
12087.6 6.25371
12093.6 6.23977
12099.6 6.22587
12105.5 6.212
12111.5 6.19817
12117.4 6.18437
12123.4 6.17061
12129.3 6.15689
12135.3 6.1432
12141.2 6.12954
12147.2 6.11592
12153.2 6.10234
12159.1 6.08879
12165.1 6.07527
12171 6.06179
12177 6.04834
12182.9 6.03493
12188.9 6.02155
12194.8 6.00821
12200.8 5.9949
12206.8 5.98162
12212.7 5.96838
12218.7 5.95517
12224.6 5.942
12230.6 5.92886
12236.5 5.91576
12242.5 5.90269
12248.5 5.88965
12254.4 5.87665
12260.4 5.86368
12266.3 5.85074
12272.3 5.83784
12278.2 5.82497
12284.2 5.81213
12290.1 5.79933
12296.1 5.78656
12302.1 5.77383
12308 5.76112
12314 5.74845
12319.9 5.73582
12325.9 5.72321
12331.8 5.71064
12337.8 5.6981
12343.7 5.6856
12349.7 5.67313
12355.7 5.66068
12361.6 5.64828
12367.6 5.6359
12373.5 5.62356
12379.5 5.61125
12385.4 5.59897
12391.4 5.58672
12397.3 5.57451
12403.3 5.56233
12409.3 5.55018
12415.2 5.53806
12421.2 5.52597
12427.1 5.51392
12433.1 5.5019
12439 5.48991
12445 5.47795
12450.9 5.46602
12456.9 5.45412
12462.9 5.44226
12468.8 5.43042
12474.8 5.41862
12480.7 5.40685
12486.7 5.39511
12492.6 5.3834
12498.6 5.37172
12504.5 5.36007
12510.5 5.34845
12516.5 5.33687
12522.4 5.32531
12528.4 5.31379
12534.3 5.30229
12540.3 5.29083
12546.2 5.27939
12552.2 5.26799
12558.1 5.25662
12564.1 5.24527
12570.1 5.23396
12576 5.22268
12582 5.21143
12587.9 5.2002
12593.9 5.18901
12599.8 5.17784
12605.8 5.16671
12611.8 5.15561
12617.7 5.14453
12623.7 5.13349
12629.6 5.12247
12635.6 5.11148
12641.5 5.10053
12647.5 5.0896
12653.4 5.0787
12659.4 5.06783
12665.4 5.05699
12671.3 5.04618
12677.3 5.03539
12683.2 5.02464
12689.2 5.01391
12695.1 5.00321
12701.1 4.99254
12707 4.9819
12713 4.97129
12719 4.96071
12724.9 4.95015
12730.9 4.93963
12736.8 4.92913
12742.8 4.91866
12748.7 4.90821
12754.7 4.8978
12760.6 4.88741
12766.6 4.87705
12772.6 4.86672
12778.5 4.85641
12784.5 4.84614
12790.4 4.83589
12796.4 4.82566
12802.3 4.81547
12808.3 4.8053
12814.2 4.79516
12820.2 4.78505
12826.2 4.77496
12832.1 4.7649
12838.1 4.75487
12844 4.74487
12850 4.73489
12855.9 4.72494
12861.9 4.71501
12867.8 4.70511
12873.8 4.69524
12879.8 4.6854
12885.7 4.67558
12891.7 4.66578
12897.6 4.65602
12903.6 4.64628
12909.5 4.63656
12915.5 4.62687
12921.4 4.61721
12927.4 4.60757
12933.4 4.59796
12939.3 4.58838
12945.3 4.57882
12951.2 4.56928
12957.2 4.55978
12963.1 4.55029
12969.1 4.54083
12975.1 4.5314
12981 4.522
12987 4.51261
12992.9 4.50326
12998.9 4.49393
13004.8 4.48462
13010.8 4.47534
13016.7 4.46608
13022.7 4.45685
13028.7 4.44764
13034.6 4.43846
13040.6 4.4293
13046.5 4.42017
13052.5 4.41106
13058.4 4.40197
13064.4 4.39291
13070.3 4.38388
13076.3 4.37486
13082.3 4.36588
13088.2 4.35691
13094.2 4.34797
13100.1 4.33906
13106.1 4.33016
13112 4.32129
13118 4.31245
13123.9 4.30363
13129.9 4.29483
13135.9 4.28606
13141.8 4.27731
13147.8 4.26858
13153.7 4.25988
13159.7 4.2512
13165.6 4.24254
13171.6 4.2339
13177.5 4.22529
13183.5 4.2167
13189.5 4.20814
13195.4 4.1996
13201.4 4.19108
13207.3 4.18258
13213.3 4.17411
13219.2 4.16565
13225.2 4.15722
13231.1 4.14882
13237.1 4.14043
13243.1 4.13207
13249 4.12373
13255 4.11541
13260.9 4.10712
13266.9 4.09885
13272.8 4.09059
13278.8 4.08237
13284.7 4.07416
13290.7 4.06597
13296.7 4.05781
13302.6 4.04967
13308.6 4.04155
13314.5 4.03345
13320.5 4.02537
13326.4 4.01732
13332.4 4.00928
13338.4 4.00127
13344.3 3.99328
13350.3 3.98531
13356.2 3.97736
13362.2 3.96943
13368.1 3.96152
13374.1 3.95364
13380 3.94577
13386 3.93793
13392 3.9301
13397.9 3.9223
13403.9 3.91452
13409.8 3.90676
13415.8 3.89901
13421.7 3.89129
13427.7 3.88359
13433.6 3.87591
13439.6 3.86825
13445.6 3.86062
13451.5 3.853
13457.5 3.8454
13463.4 3.83782
13469.4 3.83026
13475.3 3.82272
13481.3 3.8152
13487.2 3.8077
13493.2 3.80022
13499.2 3.79277
13505.1 3.78533
13511.1 3.77791
13517 3.7705
13523 3.76312
13528.9 3.75576
13534.9 3.74842
13540.8 3.7411
13546.8 3.73379
13552.8 3.72651
13558.7 3.71924
13564.7 3.712
13570.6 3.70477
13576.6 3.69756
13582.5 3.69037
13588.5 3.6832
13594.4 3.67605
13600.4 3.66892
13606.4 3.6618
13612.3 3.65471
13618.3 3.64763
13624.2 3.64057
13630.2 3.63353
13636.1 3.62651
13642.1 3.61951
13648 3.61252
13654 3.60556
13660 3.59861
13665.9 3.59168
13671.9 3.58477
13677.8 3.57787
13683.8 3.571
13689.7 3.56414
13695.7 3.5573
13701.6 3.55048
13707.6 3.54367
13713.6 3.53688
13719.5 3.53011
13725.5 3.52336
13731.4 3.51663
13737.4 3.50991
13743.3 3.50321
13749.3 3.49653
13755.3 3.48987
13761.2 3.48322
13767.2 3.47659
13773.1 3.46998
13779.1 3.46338
13785 3.45681
13791 3.45025
13796.9 3.4437
13802.9 3.43717
13808.9 3.43066
13814.8 3.42417
13820.8 3.41769
13826.7 3.41123
13832.7 3.40479
13838.6 3.39836
13844.6 3.39196
13850.5 3.38556
13856.5 3.37918
13862.5 3.37282
13868.4 3.36648
13874.4 3.36015
13880.3 3.35384
13886.3 3.34755
13892.2 3.34127
13898.2 3.33501
13904.1 3.32876
13910.1 3.32253
13916.1 3.31631
13922 3.31012
13928 3.30393
13933.9 3.29777
13939.9 3.29162
13945.8 3.28548
13951.8 3.27936
13957.7 3.27326
13963.7 3.26717
13969.7 3.2611
13975.6 3.25504
13981.6 3.249
13987.5 3.24297
13993.5 3.23696
13999.4 3.23097
14005.4 3.22499
14011.3 3.21902
14017.3 3.21307
14023.3 3.20714
14029.2 3.20122
14035.2 3.19531
14041.1 3.18942
14047.1 3.18355
14053 3.17769
14059 3.17185
14064.9 3.16602
14070.9 3.1602
14076.9 3.1544
14082.8 3.14862
14088.8 3.14285
14094.7 3.13709
14100.7 3.13135
14106.6 3.12562
14112.6 3.11991
14118.6 3.11421
14124.5 3.10853
14130.5 3.10286
14136.4 3.09721
14142.4 3.09157
14148.3 3.08594
14154.3 3.08033
14160.2 3.07473
14166.2 3.06915
14172.2 3.06358
14178.1 3.05802
14184.1 3.05248
14190 3.04695
14196 3.04144
14201.9 3.03594
14207.9 3.03045
14213.8 3.02498
14219.8 3.01952
14225.8 3.01408
14231.7 3.00865
14237.7 3.00323
14243.6 2.99782
14249.6 2.99243
14255.5 2.98706
14261.5 2.98169
14267.4 2.97634
14273.4 2.97101
14279.4 2.96568
14285.3 2.96037
14291.3 2.95507
14297.2 2.94979
14303.2 2.94452
14309.1 2.93926
14315.1 2.93402
14321 2.92879
14327 2.92357
14333 2.91836
14338.9 2.91317
14344.9 2.90799
14350.8 2.90282
14356.8 2.89767
14362.7 2.89253
14368.7 2.8874
14374.6 2.88228
14380.6 2.87718
14386.6 2.87209
14392.5 2.86701
14398.5 2.86195
14404.4 2.8569
14410.4 2.85186
14416.3 2.84683
14422.3 2.84181
14428.2 2.83681
14434.2 2.83182
14440.2 2.82684
14446.1 2.82187
14452.1 2.81692
14458 2.81198
14464 2.80705
14469.9 2.80213
14475.9 2.79722
14481.9 2.79233
14487.8 2.78745
14493.8 2.78258
14499.7 2.77772
14505.7 2.77288
14511.6 2.76804
14517.6 2.76322
14523.5 2.75841
14529.5 2.75361
14535.5 2.74882
14541.4 2.74405
14547.4 2.73929
14553.3 2.73453
14559.3 2.72979
14565.2 2.72506
14571.2 2.72035
14577.1 2.71564
14583.1 2.71095
14589.1 2.70626
14595 2.70159
14601 2.69693
14606.9 2.69228
14612.9 2.68765
14618.8 2.68302
14624.8 2.6784
14630.7 2.6738
14636.7 2.66921
14642.7 2.66462
14648.6 2.66005
14654.6 2.65549
14660.5 2.65094
14666.5 2.64641
14672.4 2.64188
14678.4 2.63736
14684.3 2.63286
14690.3 2.62836
14696.3 2.62388
14702.2 2.61941
14708.2 2.61495
14714.1 2.6105
14720.1 2.60605
14726 2.60162
14732 2.59721
14737.9 2.5928
14743.9 2.5884
14749.9 2.58401
14755.8 2.57963
14761.8 2.57527
14767.7 2.57091
14773.7 2.56656
14779.6 2.56223
14785.6 2.5579
14791.5 2.55359
14797.5 2.54928
14803.5 2.54499
14809.4 2.54071
14815.4 2.53643
14821.3 2.53217
14827.3 2.52791
14833.2 2.52367
14839.2 2.51944
14845.2 2.51521
14851.1 2.511
14857.1 2.5068
14863 2.5026
14869 2.49842
14874.9 2.49425
14880.9 2.49008
14886.8 2.48593
14892.8 2.48178
14898.8 2.47765
14904.7 2.47352
14910.7 2.46941
14916.6 2.4653
14922.6 2.46121
14928.5 2.45712
14934.5 2.45305
14940.4 2.44898
14946.4 2.44492
14952.4 2.44087
14958.3 2.43684
14964.3 2.43281
14970.2 2.42879
14976.2 2.42478
14982.1 2.42078
14988.1 2.41679
14994 2.4128
15000 2.40883
