203.622	44.4254
208.048	43.8753
212.475	43.3277
216.901	42.7829
221.328	42.2412
225.755	41.703
230.181	41.1685
234.608	40.6381
239.034	40.1119
243.461	39.5903
247.887	39.0734
252.314	38.5615
256.74	38.0548
261.167	37.5534
265.594	37.0574
270.02	36.5671
274.447	36.0826
278.873	35.6039
283.3	35.1313
287.726	34.6647
292.153	34.2044
296.579	33.7503
301.006	33.3025
305.433	32.8611
309.859	32.4262
314.286	31.9977
318.712	31.5758
323.139	31.1605
327.565	30.7517
331.992	30.3496
336.419	29.9541
340.845	29.5653
345.272	29.1831
349.698	28.8076
354.125	28.4389
358.551	28.0768
362.978	27.7214
367.404	27.3728
371.831	27.0309
376.258	26.6958
380.684	26.3674
385.111	26.0458
389.537	25.731
393.964	25.423
398.39	25.1219
402.817	24.8276
407.243	24.5403
411.67	24.26
416.097	23.9867
420.523	23.7206
424.95	23.4616
429.376	23.2099
433.803	22.9655
438.229	22.7287
442.656	22.4995
447.082	22.2781
451.509	22.0647
455.936	21.8594
460.362	21.6625
464.789	21.4742
469.215	21.2949
473.642	21.1247
478.068	20.9642
482.495	20.8136
486.922	20.6734
491.348	20.5442
495.775	20.4264
500.201	20.3207
504.628	20.2278
509.054	20.1484
513.481	20.0835
517.907	20.034
522.334	20.001
526.761	19.9857
531.187	19.9895
535.614	20.014
540.04	20.0607
544.467	20.1317
548.893	20.2291
553.32	20.3552
557.746	20.5126
562.173	20.7045
566.6	20.9338
571.026	21.2043
575.453	21.5197
579.879	21.8843
584.306	22.3025
588.732	22.7791
593.159	23.3187
597.586	23.9261
602.012	24.6056
606.439	25.3609
610.865	26.1943
615.292	27.1063
619.718	28.0946
624.145	29.153
628.571	30.2702
632.998	31.4289
637.425	32.6043
641.851	33.7642
646.278	34.8688
650.704	35.8725
655.131	36.7272
659.557	37.3859
663.984	37.809
668.41	37.9682
672.837	37.8514
677.264	37.4633
681.69	36.8251
686.117	35.9711
690.543	34.9433
694.97	33.7874
699.396	32.5476
703.823	31.2636
708.249	29.969
712.676	28.6902
717.103	27.4471
721.529	26.2534
725.956	25.1181
730.382	24.0459
734.809	23.0388
739.235	22.0963
743.662	21.2167
748.089	20.3972
752.515	19.6343
756.942	18.9245
761.368	18.2639
765.795	17.6488
770.221	17.0755
774.648	16.5407
779.074	16.0413
783.501	15.5741
787.928	15.1365
792.354	14.7261
796.781	14.3405
801.207	13.9776
805.634	13.6356
810.06	13.3127
814.487	13.0075
818.913	12.7185
823.34	12.4444
827.767	12.184
832.193	11.9364
836.62	11.7006
841.046	11.4756
845.473	11.2608
849.899	11.0554
854.326	10.8587
858.753	10.6701
863.179	10.4892
867.606	10.3153
872.032	10.1481
876.459	9.98714
880.885	9.832
885.312	9.68233
889.738	9.53782
894.165	9.39816
898.592	9.26308
903.018	9.13233
907.445	9.00566
911.871	8.88285
916.298	8.7637
920.724	8.64803
925.151	8.53565
929.577	8.4264
934.004	8.32013
938.431	8.2167
942.857	8.11598
947.284	8.01783
951.71	7.92215
956.137	7.82882
960.563	7.73775
964.99	7.64884
969.416	7.56199
973.843	7.47713
978.27	7.39417
982.696	7.31304
987.123	7.23367
991.549	7.15599
995.976	7.07993
1000.4	7.00544
1004.83	6.93247
1009.26	6.86095
1013.68	6.79084
1018.11	6.72209
1022.54	6.65466
1026.96	6.58849
1031.39	6.52355
1035.81	6.4598
1040.24	6.39721
1044.67	6.33573
1049.09	6.27533
1053.52	6.21598
1057.95	6.15765
1062.37	6.10031
1066.8	6.04393
1071.23	5.98848
1075.65	5.93394
1080.08	5.88029
1084.51	5.82749
1088.93	5.77553
1093.36	5.72438
1097.79	5.67402
1102.21	5.62444
1106.64	5.57561
1111.07	5.52751
1115.49	5.48013
1119.92	5.43345
1124.35	5.38745
1128.77	5.34212
1133.2	5.29743
1137.63	5.25338
1142.05	5.20995
1146.48	5.16713
1150.91	5.1249
1155.33	5.08326
1159.76	5.04217
1164.19	5.00165
1168.61	4.96167
1173.04	4.92221
1177.46	4.88328
1181.89	4.84486
1186.32	4.80694
1190.74	4.76951
1195.17	4.73256
1199.6	4.69607
1204.02	4.66005
1208.45	4.62448
1212.88	4.58935
1217.3	4.55466
1221.73	4.5204
1226.16	4.48655
1230.58	4.45311
1235.01	4.42008
1239.44	4.38744
1243.86	4.35519
1248.29	4.32332
1252.72	4.29183
1257.14	4.2607
1261.57	4.22994
1266	4.19953
1270.42	4.16947
1274.85	4.13975
1279.28	4.11038
1283.7	4.08133
1288.13	4.05261
1292.56	4.02421
1296.98	3.99612
1301.41	3.96835
1305.84	3.94088
1310.26	3.91371
1314.69	3.88684
1319.11	3.86026
1323.54	3.83396
1327.97	3.80795
1332.39	3.78221
1336.82	3.75675
1341.25	3.73156
1345.67	3.70663
1350.1	3.68196
1354.53	3.65755
1358.95	3.63339
1363.38	3.60948
1367.81	3.58581
1372.23	3.56239
1376.66	3.5392
1381.09	3.51625
1385.51	3.49354
1389.94	3.47105
1394.37	3.44878
1398.79	3.42674
1403.22	3.40491
1407.65	3.3833
1412.07	3.36191
1416.5	3.34072
1420.93	3.31974
1425.35	3.29896
1429.78	3.27838
1434.21	3.25801
1438.63	3.23782
1443.06	3.21783
1447.48	3.19803
1451.91	3.17842
1456.34	3.15899
1460.76	3.13975
1465.19	3.12068
1469.62	3.1018
